idx,path,jurisdiction,jur_ok,jur_suggest,practice,prac_ok,prac_suggest,note,ft_read,ft_jur_check,ft_prac_check,ft_note,applied
658,de/corporate/skills/patronatserklaerung-extern-hart-erzeugen/SKILL.md,de,ok,,corporate,ok,,,,,,,
659,de/corporate/skills/pflichtenkollision-und-shift-of-fiduciary-duties/SKILL.md,de,ok,,corporate,ok,,,,,,,
660,de/corporate/skills/post-eintragung-checkliste/SKILL.md,de,ok,,corporate,ok,,,,,,,
661,de/corporate/skills/sacheinlagebericht-werthaltigkeit/SKILL.md,de,ok,,corporate,ok,,,,,,,
662,de/corporate/skills/schriftliche-beschlussfassung/SKILL.md,de,ok,,corporate,ok,,,,,,,
663,de/corporate/skills/textform-vs-schriftform-vs-notariell/SKILL.md,de,ok,,corporate,ok,,,,,,,
664,de/corporate/skills/unterzeichnung-elektronisch-docusign/SKILL.md,de,ok,,corporate,ok,,,,,,,
665,de/corporate/skills/vollzugs-checkliste/SKILL.md,de,ok,,corporate,ok,,,,,,,
666,de/corporate/skills/vorlage-ma-due-diligence/SKILL.md,de,ok,,corporate,ok,,,,,,,
667,de/corporate/skills/wandlung-kommunikation-paketverteilung/SKILL.md,de,ok,,corporate,ok,,,,,,,
668,de/corporate/skills/wandlungsausschluss-pruefung/SKILL.md,de,ok,,corporate,ok,,,,,,,
669,de/corporate/skills/wandlungspreis-berechnung/SKILL.md,de,ok,,corporate,ok,,,,,,,
670,de/corporate/skills/wandlungspruefung-trigger-liquidation/SKILL.md,de,ok,,corporate,ok,,,,,,,
671,de/corporate/skills/wandlungspruefung-trigger-maturity/SKILL.md,de,ok,,corporate,ok,,,,,,,
672,de/corporate/skills/wesentliche-vertraege-anlage/SKILL.md,de,ok,,corporate,ok,,,,,,,
673,de/criminal/skills/aktenaufbereiter-strafrecht/SKILL.md,de,ok,,criminal,ok,,,,,,,
674,de/criminal/skills/akteneinsicht-strafrecht-auswerten/SKILL.md,de,ok,,criminal,ok,,,,,,,
675,de/criminal/skills/bussgeld-einspruch-pruefen/SKILL.md,de,ok,,criminal,ok,,"OWi/Verkehrsrecht — нет отд. практики, criminal ближайшая",,,,,
676,de/criminal/skills/fachanwalt-strafrecht-akteneinsicht-beantragen/SKILL.md,de,ok,,criminal,ok,,,,,,,
677,de/criminal/skills/fachanwalt-strafrecht-einlassung-vorbereiten/SKILL.md,de,ok,,criminal,ok,,,,,,,
678,de/criminal/skills/fachanwalt-strafrecht-hauptverhandlung-vorbereiten/SKILL.md,de,ok,,criminal,ok,,,,,,,
679,de/criminal/skills/fachanwalt-strafrecht-orientierung/SKILL.md,de,ok,,criminal,ok,,,,,,,
680,de/criminal/skills/fachanwalt-verkehrsrecht-bussgeldbescheid-pruefen/SKILL.md,de,ok,,criminal,ok,,OWi/Verkehrsrecht — criminal ближайшая,,,,,
681,de/criminal/skills/fachanwalt-verkehrsrecht-fahrerlaubnis-entzug/SKILL.md,de,ok,,criminal,ok,,Verkehrsrecht (§69 StGB+FeV) — criminal/administrative,,,,,
682,de/criminal/skills/mandat-triage-strafrecht/SKILL.md,de,ok,,criminal,ok,,,,,,,
683,de/criminal/skills/methodenlehre-strafrecht/SKILL.md,de,ok,,criminal,ok,,,,,,,
684,de/criminal/skills/plaedoyer-vorbereitung-strafverteidigung/SKILL.md,de,ok,,criminal,ok,,,,,,,
685,de/criminal/skills/strafbefehl-abwesenheit-vertretung/SKILL.md,de,ok,,criminal,ok,,,,,,,
686,de/criminal/skills/strafbefehl-aktenanlage/SKILL.md,de,ok,,criminal,ok,,,,,,,
687,de/criminal/skills/strafbefehl-akteneinsicht-147/SKILL.md,de,ok,,criminal,ok,,,,,,,
688,de/criminal/skills/strafbefehl-beweis-und-einlassung/SKILL.md,de,ok,,criminal,ok,,,,,,,
689,de/criminal/skills/strafbefehl-deal-verstaendigung/SKILL.md,de,ok,,criminal,ok,,,,,,,
690,de/criminal/skills/strafbefehl-einspruch-beschraenkung/SKILL.md,de,ok,,criminal,ok,,,,,,,
691,de/criminal/skills/strafbefehl-einstellung-153-153a-170/SKILL.md,de,ok,,criminal,ok,,,,,,,
692,de/criminal/skills/strafbefehl-fristen-einspruch/SKILL.md,de,ok,,criminal,ok,,,,,,,
693,de/criminal/skills/strafbefehl-hauptverhandlung-vorbereitung/SKILL.md,de,ok,,criminal,ok,,,,,,,
694,de/criminal/skills/strafbefehl-inhalt-409-pruefung/SKILL.md,de,ok,,criminal,ok,,,,,,,
695,de/criminal/skills/strafbefehl-kommandocenter/SKILL.md,de,ok,,criminal,ok,,,,,,,
696,de/criminal/skills/strafbefehl-nebenfolgen-fahrerlaubnis/SKILL.md,de,ok,,criminal,ok,,,,,,,
697,de/criminal/skills/strafbefehl-pflichtverteidiger/SKILL.md,de,ok,,criminal,ok,,,,,,,
698,de/criminal/skills/strafbefehl-quality-gate/SKILL.md,de,ok,,criminal,ok,,,,,,,
699,de/criminal/skills/strafbefehl-rechtsmittel-nach-urteil/SKILL.md,de,ok,,criminal,ok,,,,,,,
700,de/criminal/skills/strafbefehl-rechtsprechungsrecherche/SKILL.md,de,ok,,criminal,ok,,,,,,,
701,de/criminal/skills/strafbefehl-tagessaetze-geldstrafe/SKILL.md,de,ok,,criminal,ok,,,,,,,
702,de/criminal/skills/strafbefehl-wiedereinsetzung/SKILL.md,de,ok,,criminal,ok,,,,,,,
703,de/criminal/skills/strafbefehl-zulaessigkeit-407/SKILL.md,de,ok,,criminal,ok,,,,,,,
704,de/criminal/skills/strafprozess-modus/SKILL.md,de,ok,,criminal,ok,,,,,,,
705,de/criminal/skills/strafprozessuale-regelung-pruefen/SKILL.md,de,ok,,criminal,ok,,,,,,,
706,de/criminal/skills/strafrecht-tatbestand-rechtswidrigkeit-schuld/SKILL.md,de,ok,,criminal,ok,,,,,,,
707,de/criminal/skills/strafverteidigung-ersttermin/SKILL.md,de,ok,,criminal,ok,,,,,,,
708,de/criminal/skills/verkehrsowi-akteneinsicht-messakte/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
709,de/criminal/skills/verkehrsowi-alkohol-drogen-24a/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
710,de/criminal/skills/verkehrsowi-anhoerung-bussgeldbescheid/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
711,de/criminal/skills/verkehrsowi-beweisverwertung-standardisiert/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
712,de/criminal/skills/verkehrsowi-fahreridentifizierung/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
713,de/criminal/skills/verkehrsowi-fristen-einspruch/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
714,de/criminal/skills/verkehrsowi-haertefall-fahrverbot/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
715,de/criminal/skills/verkehrsowi-hauptverhandlung-amtsgericht/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
716,de/criminal/skills/verkehrsowi-kommandocenter/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
717,de/criminal/skills/verkehrsowi-mandantenkommunikation/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
718,de/criminal/skills/verkehrsowi-messverfahren-geschwindigkeit/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
719,de/criminal/skills/verkehrsowi-punkte-fahrverbot-flensburg/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
720,de/criminal/skills/verkehrsowi-quality-gate/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
721,de/criminal/skills/verkehrsowi-rechtsbeschwerde/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
722,de/criminal/skills/verkehrsowi-rechtsprechungsrecherche/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
723,de/criminal/skills/verkehrsowi-rotlicht-abstand-handy/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
724,de/criminal/skills/verkehrsowi-simulation-training/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
725,de/criminal/skills/verkehrsowi-verjaehrung-zustellung/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
726,de/criminal/skills/verkehrsowi-zeugen-polizei-strategie/SKILL.md,de,ok,,criminal,ok,,Verkehrs-OWi (адм. правонарушение); criminal ближайшая практика,,,,,
727,de/cybersecurity/skills/cyber-incident-response-72h/SKILL.md,de,ok,,cybersecurity,ok,,,,,,,
728,de/data-protection/skills/anonymisierung-pseudonymisierung/SKILL.md,de,ok,,data-protection,ok,,,,,,,
729,de/data-protection/skills/anwendungsfall-triage/SKILL.md,de,ok,,data-protection,ok,,,,,,,
730,de/data-protection/skills/auftragsverarbeitungsvertrag-pruefen/SKILL.md,de,ok,,data-protection,ok,,,,,,,
731,de/data-protection/skills/automatisierte-entscheidungen-art-22-dsgvo/SKILL.md,de,ok,,data-protection,ok,,,,,,,
732,de/data-protection/skills/avv-grenzpruefung-datenschutz/SKILL.md,de,ok,,data-protection,ok,,,,,,,
733,de/data-protection/skills/avv-pruefung/SKILL.md,de,ok,,data-protection,ok,,,,,,,
734,de/data-protection/skills/consent-audit/SKILL.md,de,ok,,data-protection,ok,,,,,,,
735,de/data-protection/skills/datenpanne-meldung/SKILL.md,de,ok,,data-protection,ok,,,,,,,
736,de/data-protection/skills/datenschutzrecht-anpassen/SKILL.md,de,ok,,data-protection,ok,,,,,,,
737,de/data-protection/skills/datenschutzrecht-mandat-arbeitsbereich/SKILL.md,de,ok,,data-protection,ok,,,,,,,
738,de/data-protection/skills/dienstleister-due-diligence/SKILL.md,de,ok,,data-protection,ok,,,,,,,
739,de/data-protection/skills/dokumentationspflichten-protokoll/SKILL.md,de,ok,,data-protection,ok,,,,,,,
740,de/data-protection/skills/drittlandstransfer-pruefung/SKILL.md,de,ok,,data-protection,ok,,,,,,,
741,de/data-protection/skills/dsb-bestellungspflicht-pruefung/SKILL.md,de,ok,,data-protection,ok,,,,,,,
742,de/data-protection/skills/dsfa-erstellung/SKILL.md,de,ok,,data-protection,ok,,,,,,,
743,de/data-protection/skills/dsgvo-auskunft-antwort/SKILL.md,de,ok,,data-protection,ok,,,,,,,
744,de/data-protection/skills/dsgvo-auskunft/SKILL.md,de,ok,,data-protection,ok,,,,,,,
745,de/data-protection/skills/dsgvo-compliance-bausteine/SKILL.md,de,ok,,data-protection,ok,,,,,,,
746,de/data-protection/skills/dsgvo-rechtswidriges-produkt/SKILL.md,de,ok,,data-protection,ok,,,,,,,
747,de/data-protection/skills/ecc-claude-ra-qm-team-gdpr-dsgvo-expert/SKILL.md,de,ok,,data-protection,ok,,,,,,,
748,de/data-protection/skills/einwilligung-hinweis-datenschutz/SKILL.md,de,ok,,data-protection,ok,,,,,,,
749,de/data-protection/skills/erforderlichkeit-dokumentieren/SKILL.md,de,ok,,data-protection,ok,,,,,,,
750,de/data-protection/skills/fachanwalt-bank-kapitalmarktrecht-schufa-eintrag/SKILL.md,de,ok,,data-protection,ok,,"SCHUFA-запись; data-protection ок, есть consumer-credit overlap",,,,,
751,de/data-protection/skills/fachanwalt-it-recht-datenschutz-folgenabschaetzung/SKILL.md,de,ok,,data-protection,ok,,,,,,,
752,de/data-protection/skills/fachanwalt-it-recht-orientierung/SKILL.md,de,ok,,data-protection,ok,,,,,,,
753,de/data-protection/skills/gdpr-dsgvo-expert-ovachiever/SKILL.md,de,ok,,data-protection,ok,,,,,,,
754,de/data-protection/skills/gdpr-dsgvo-expert/SKILL.md,de,ok,,data-protection,ok,,,,,,,
755,de/data-protection/skills/geschgehg-bausteine/SKILL.md,de,ok,,data-protection,ok,,,,,,,
756,de/data-protection/skills/gutachten-erstellen/SKILL.md,de,ok,,data-protection,ok,,,,,,,
757,de/data-protection/skills/internationale-buyout-datenflows-und-datenschutz/SKILL.md,de,ok,,data-protection,ok,,DSGVO-аспект bAV-buyout → data-protection ок,,,,,
758,de/data-protection/skills/joint-controller-vereinbarung/SKILL.md,de,ok,,data-protection,ok,,,,,,,
759,de/data-protection/skills/ki-folgenabschaetzung/SKILL.md,de,ok,,data-protection,ok,,,,,,,
760,de/data-protection/skills/ki-verordnung-compliance/SKILL.md,de,ok,,data-protection,ok,,,,,,,
761,de/data-protection/skills/mandanten-kommunikations-log/SKILL.md,de,ok,,data-protection,ok,,,,,,,
762,de/data-protection/skills/mandantendaten-ki/SKILL.md,de,ok,,data-protection,ok,,,,,,,
763,de/data-protection/skills/mandat-triage-it-recht/SKILL.md,de,ok,,data-protection,ok,,,,,,,
764,de/data-protection/skills/privacy-policy-maltehedderich/SKILL.md,de,ok,,data-protection,ok,,,,,,,
765,de/data-protection/skills/regulierungs-luecken-analyse/SKILL.md,de,ok,,data-protection,ok,,,,,,,
766,de/data-protection/skills/richtlinien-monitor/SKILL.md,de,ok,,data-protection,ok,,,,,,,
767,de/data-protection/skills/rueckfragebrief-an-anbieter/SKILL.md,de,ok,,data-protection,ok,,,,,,,
768,de/data-protection/skills/tom-und-zertifizierungen-pruefen/SKILL.md,de,ok,,data-protection,ok,,,,,,,
769,de/data-protection/skills/transkriptionsdienst-erklaerung/SKILL.md,de,ok,,data-protection,ok,,,,,,,
770,de/data-protection/skills/transparenz-mandanten/SKILL.md,de,ok,,data-protection,ok,,,,,,,
771,de/data-protection/skills/verarbeitungsverzeichnis-vvt-generator/SKILL.md,de,ok,,data-protection,ok,,,,,,,
772,de/employee-benefits/skills/buyout-im-ma-deal-asset-vs-share/SKILL.md,de,ok,,employee-benefits,ok,,,,,,,
773,de/employee-benefits/skills/drei-stufen-theorie-eingriffsanalyse/SKILL.md,de,ok,,employee-benefits,ok,,,,,,,
774,de/employee-benefits/skills/governance-und-anpassungsmechanismen/SKILL.md,de,ok,,employee-benefits,ok,,,,,,,
775,de/employee-benefits/skills/harmonisierung-und-migration-rechtssicher/SKILL.md,de,ok,,employee-benefits,ok,,,,,,,
776,de/employee-benefits/skills/historisch-gewachsene-altsysteme-due-diligence/SKILL.md,de,ok,,employee-benefits,ok,,,,,,,
777,de/employee-benefits/skills/kollektivrechtliche-loesungen-und-sozialplan/SKILL.md,de,ok,,employee-benefits,ok,,,,,,,
778,de/employee-benefits/skills/mitbestimmung-betriebsrat-einigungsstelle-bav/SKILL.md,de,ok,,employee-benefits,ok,,,,,,,
779,de/employee-benefits/skills/pension-buyout-strukturierung-und-de-risking/SKILL.md,de,ok,,employee-benefits,ok,,,,,,,
780,de/employee-benefits/skills/pensionsmodelle-fuenf-durchfuehrungswege/SKILL.md,de,ok,,employee-benefits,ok,,,,,,,
781,de/employee-benefits/skills/psv-pensionssicherungsverein-und-haftungsketten/SKILL.md,de,ok,,employee-benefits,ok,,,,,,,
782,de/employee-benefits/skills/versorgungsordnung-und-betriebsvereinbarung-drafting/SKILL.md,de,ok,,employee-benefits,ok,,,,,,,
783,de/employment/skills/abmahnung-arbeitsrecht/SKILL.md,de,ok,,employment,ok,,,,,,,
784,de/employment/skills/agg-pruefung-bewerber-und-beschaeftigte/SKILL.md,de,ok,,employment,ok,,,,,,,
785,de/employment/skills/ampelsystem-tabellenausgabe/SKILL.md,de,ok,,employment,ok,,,,,,,
786,de/employment/skills/arbeitnehmer-status/SKILL.md,de,ok,,employment,ok,,,,,,,
787,de/employment/skills/arbeitsgerichtsverfahren-modus/SKILL.md,de,ok,,employment,ok,,,,,,,
788,de/employment/skills/arbeitsrecht-befristung-und-aufhebung-paragraph-14-tzbfg-623-bgb/SKILL.md,de,ok,,employment,ok,,,,,,,
789,de/employment/skills/arbeitsrecht-kaltstart-interview/SKILL.md,de,ok,,employment,ok,,,,,,,
790,de/employment/skills/arbeitsrecht-mandat-arbeitsbereich/SKILL.md,de,ok,,employment,ok,,,,,,,
791,de/employment/skills/aufhebungsvertrag-sperrzeit-prognose/SKILL.md,de,ok,,employment,ok,,,,,,,
792,de/employment/skills/aufhebungsvertrag/SKILL.md,de,ok,,employment,ok,,,,,,,
793,de/employment/skills/azubi-zeugnis-analyse/SKILL.md,de,ok,,employment,ok,,,,,,,
794,de/employment/skills/betriebsrat-anhoerung/SKILL.md,de,ok,,employment,ok,,,,,,,
795,de/employment/skills/betriebsuebergang-613a-pruefen/SKILL.md,de,ok,,employment,ok,,,,,,,
796,de/employment/skills/bias-und-diskriminierung-pruefung/SKILL.md,de,ok,,employment,ok,,AGG/bias в AI для HR → employment ок (есть data-protection/regulatory overlap),,,,,
797,de/employment/skills/branchen-spezifische-formulierungen/SKILL.md,de,ok,,employment,ok,,,,,,,
798,de/employment/skills/einstellungspruefung/SKILL.md,de,ok,,employment,ok,,,,,,,
799,de/employment/skills/entfristung-elektronische-signatur-vorsicht/SKILL.md,de,ok,,employment,ok,,,,,,,
800,de/employment/skills/entfristung-grundwarnung-drei-wochen-frist/SKILL.md,de,ok,,employment,ok,,,,,,,
801,de/employment/skills/entfristung-guetetermin-und-kammertermin-sprechzettel/SKILL.md,de,ok,,employment,ok,,,,,,,
802,de/employment/skills/entfristung-klageschrift-anwalt-baustein/SKILL.md,de,ok,,employment,ok,,,,,,,
803,de/employment/skills/entfristung-klageschrift-laie-baustein/SKILL.md,de,ok,,employment,ok,,,,,,,
804,de/employment/skills/entfristung-laie-oder-anwalt-frage/SKILL.md,de,ok,,employment,ok,,,,,,,
805,de/employment/skills/entfristung-output-warnschriftsatz-laie/SKILL.md,de,ok,,employment,ok,,,,,,,
806,de/employment/skills/entfristung-sachgrund-pruefen-14-abs-1/SKILL.md,de,ok,,employment,ok,,,,,,,
807,de/employment/skills/entfristung-sachgrundlos-14-abs-3-aelter-52/SKILL.md,de,ok,,employment,ok,,,,,,,
808,de/employment/skills/entfristung-schriftform-14-abs-4-erkennen/SKILL.md,de,ok,,employment,ok,,,,,,,
809,de/employment/skills/entfristung-triage-was-will-user/SKILL.md,de,ok,,employment,ok,,,,,,,
810,de/employment/skills/entfristung-vergleichsverhandlung-checkliste/SKILL.md,de,ok,,employment,ok,,,,,,,
811,de/employment/skills/fachanwalt-arbeitsrecht-befristung-tzbfg/SKILL.md,de,ok,,employment,ok,,,,,,,
812,de/employment/skills/fachanwalt-arbeitsrecht-betriebsratsanhoerung/SKILL.md,de,ok,,employment,ok,,,,,,,
813,de/employment/skills/fachanwalt-arbeitsrecht-kuendigungsschutzklage/SKILL.md,de,ok,,employment,ok,,,,,,,
814,de/employment/skills/fachanwalt-arbeitsrecht-orientierung/SKILL.md,de,ok,,employment,ok,,,,,,,
815,de/employment/skills/fehlzeit-erfassen/SKILL.md,de,ok,,employment,ok,,,,,,,
816,de/employment/skills/fehlzeiten-register/SKILL.md,de,ok,,employment,ok,,,,,,,
817,de/employment/skills/gesellschaftsgruender-gf-sozialversicherungs-status/SKILL.md,de,ok,,employment,ok,,SV-статус GF — граничит с social-security/classification,,,,,
818,de/employment/skills/gruen-flaggen-katalog/SKILL.md,de,ok,,employment,ok,,,,,,,
819,de/employment/skills/handbuch-aktualisierung/SKILL.md,de,ok,,employment,ok,,,,,,,
820,de/employment/skills/hinschg-whistleblower-antwort/SKILL.md,de,ok,,employment,ok,,,,,,,
821,de/employment/skills/interne-untersuchung/SKILL.md,de,ok,,employment,ok,,,,,,,
822,de/employment/skills/iv-arbeitsrecht-insolvenzgeld/SKILL.md,de,ok,,employment,ok,,,,,,,
823,de/employment/skills/kanzlei-allgemein-abwesenheiten-urlaub/SKILL.md,de,ok,,employment,ok,,,,,,,
824,de/employment/skills/kanzlei-allgemein-lohn-sv/SKILL.md,de,ok,,employment,ok,,,,,,,
825,de/employment/skills/ki-vo-hochrisiko-personalwesen/SKILL.md,de,ok,,employment,ok,,KI-VO Hochrisiko в HR; есть regulatory/data-protection overlap,,,,,
826,de/employment/skills/kuendigungs-pruefung/SKILL.md,de,ok,,employment,ok,,,,,,,
827,de/employment/skills/kuendigungsschutzklage/SKILL.md,de,ok,,employment,ok,,,,,,,
828,de/employment/skills/kueschk-abfindung-faustformel-und-spannweite/SKILL.md,de,ok,,employment,ok,,,,,,,
829,de/employment/skills/kueschk-allgemeiner-und-besonderer-feststellungsantrag/SKILL.md,de,ok,,employment,ok,,,,,,,
830,de/employment/skills/kueschk-annahmeverzug-loehne-anrechnung-zwischenverdienst/SKILL.md,de,ok,,employment,ok,,,,,,,
831,de/employment/skills/kueschk-anwendbarkeit-kschg-pruefen/SKILL.md,de,ok,,employment,ok,,,,,,,
